generation,criterion,thetta,p1,p2,omega1,omega2
211.0,3042.034609107912,39.862915995359295,4250.388918361152,1792.8722545175976,5.720229348994403,24.2797706510056
212.0,196.3401784542277,23.660208268943048,955.8087164588951,867.5330080264422,9.589777108094712,20.41022289190529
213.0,17348.237213892462,39.59829529348453,3058.6518121117756,4853.242898169834,7.244854420392977,22.755145579607024
214.0,19974.42285852857,36.47424091543352,1779.8194437664067,4153.506428094428,23.64198222058986,6.35801777941014
215.0,4456.718644115399,25.2291106628876,4652.905703498987,985.7797465958872,20.384662707260908,9.615337292739092
216.0,2724.561339770045,37.4360471521334,4223.88031558881,3145.114308719329,7.588304054993195,22.411695945006805
217.0,1601.404348278026,69.76889453294947,1110.5618676175343,232.54117288565442,4.18666380724407,25.81333619275593
218.0,2200.456824549625,40.651102331889525,4401.010381643472,1354.0438744994258,16.945370607819584,13.054629392180416
219.0,38249.730179326674,19.047590696655703,4997.299685244736,446.39190547192567,4.914496533739827,25.08550346626017
220.0,6524.949911260301,30.57731724382006,2980.108312505282,1128.2898223986788,13.168996559378387,16.831003440621615
221.0,8840.04686380099,25.2291106628876,2493.7131805661184,985.7797465958872,16.07147231413743,13.92852768586257
222.0,118.46502658756897,18.88027171574072,840.875686244758,992.5290676906014,11.364486817595074,18.635513182404928
223.0,5641.186964643083,53.53003717005861,1642.190799141811,3142.2781487871084,26.488983088386,3.511016911614
224.0,3577.010761152112,33.26826245080679,4014.123638297335,1561.9539631802413,18.1891742249446,11.810825775055399
225.0,5025.833112047553,38.68007142025971,3182.4604479964537,1168.3542311540102,6.876326506487109,23.12367349351289
226.0,18793.552572954195,16.218706788826786,2778.607790101374,1808.446683283177,3.7222619558235657,26.277738044176434
227.0,4319.217158382476,31.36222637172888,4199.05155163736,1181.7040041963457,10.073646968188116,19.926353031811885
228.0,723.8233542384163,58.954672291335605,2908.0461067885044,1582.4599954925964,10.598142662734407,19.401857337265593
229.0,14898.982317106911,46.58013554172829,2132.889355622112,4039.6618400954053,13.746500179004933,16.253499820995067
230.0,56555.91791297448,35.87332633081656,3648.3070445813487,205.38847213291749,8.43359199417538,21.56640800582462
231.0,1305.011754438623,45.32522533412678,4880.341270456293,1850.858003484511,23.484030165378588,6.515969834621412
232.0,2463.022612940153,45.20994269585716,3121.808010555351,1963.5479036397644,13.517245291370878,16.482754708629123
233.0,3719.269812518263,35.07995158274953,4080.9342068789547,2335.4871819246855,5.4371721997931255,24.562827800206875
234.0,22125.21029568772,15.879605261071909,4269.342379443558,2293.791071760687,20.301412198675745,9.698587801324255
235.0,2537.4306300473227,41.847705788992236,3730.801251136394,1408.4625914197104,11.45669745754717,18.543302542452828
236.0,4487.579662592658,33.10816087160769,3842.4177082271754,286.7232819555802,15.969308995813426,14.030691004186574
237.0,4010.6521856644276,41.58817331087404,2805.9929048412187,760.8743965863538,16.172329515606137,13.827670484393863
238.0,18373.349070305972,19.24722583333488,3664.7017294574403,2202.846249694025,4.8804812249406355,25.119518775059365
239.0,8904.111789228908,34.16995600841135,4472.976459695832,2705.972214036568,24.114447026698876,5.885552973301124
240.0,2712.9376345958867,55.965270562696205,1938.1230773198076,1471.1891068482923,16.094305385802702,13.905694614197298
241.0,2640.2768040622573,41.24977175246261,3851.1264253672402,205.38847213291749,16.959175351862285,13.040824648137715
242.0,24209.650084554523,32.422582669058365,2939.480898141587,4604.420302287768,7.285155564779856,22.714844435220144
243.0,14476.374540996807,20.545529128394847,3564.4508720859503,1632.7279976374489,19.360302982710394,10.639697017289606
244.0,1000.8291389740692,51.49464657000009,4085.4421088083086,1838.0461072203047,10.975719215034772,19.024280784965228
245.0,25652.28359601659,13.161968578949898,3874.460977780945,4464.0577552000805,5.230402657418916,24.769597342581083
246.0,14508.651304292436,12.874423841193389,2756.521753377081,591.5164585145255,5.913175662067784,24.086824337932214
247.0,3017.277679369458,37.42389223650581,4015.3496229107827,742.9085845208907,11.707413533587403,18.292586466412597
248.0,3564.1248762637247,41.62107940785563,4155.7488138504705,774.3605095627951,7.94043973978121,22.059560260218788
249.0,2934.6751506465584,38.815062190796695,3988.885496337875,782.5146856371316,12.82269691952316,17.17730308047684
250.0,9509.73089492308,24.38124406226852,4705.480627983223,986.0064661145994,5.675760226900199,24.3242397730998
251.0,17846.40151203401,32.35347215885905,3583.47249355203,3689.121920747184,3.9160995080238243,26.083900491976177
252.0,5839.686006497611,58.563384479034085,1541.885580497543,668.7458590767633,12.383305768162554,17.616694231837446
253.0,20963.04302526644,27.155651108894563,4325.222395964063,3937.06144745674,5.709651709418761,24.29034829058124
254.0,25378.5252627829,34.22683040355271,1566.671779124207,4152.019207590312,10.610347045625268,19.389652954374732
255.0,2678.4427410825997,40.673617954125376,3569.548693207628,1375.1403426020147,19.954643052201696,10.045356947798304
256.0,2623.4778567350722,38.280416651554646,4337.812122714412,2216.3249599362994,12.43341774047188,17.56658225952812
257.0,14285.69372003026,36.87284927408127,2827.903727738163,3101.123543631349,8.9508488197548,21.0491511802452
258.0,7327.052776857183,26.975859382887112,3453.227105716724,1407.742214783119,6.261869921415658,23.73813007858434
259.0,18128.24070870543,32.865752567946316,2926.483838425425,3111.6482083963024,13.531630842282187,16.468369157717813
260.0,22879.184073066728,22.877189828129072,4665.7261069040815,3915.574449843496,10.747443919661265,19.252556080338735
261.0,8463.964876258013,33.651579656802625,2230.4538772031588,870.5626367623327,11.204391827712058,18.795608172287942
262.0,2460.315805789323,41.73371582207689,3818.7251407253375,2223.5117939259785,8.683664667779652,21.316335332220348
263.0,2668.2652422283,43.46065199210184,3332.23932866294,2307.186224790678,6.506676821612484,23.493323178387516
